Translation Key,Translated Value
st_addon_scope_aim_low,Aimpoint Micro T1 (low spacer)
st_addon_scope_aim_low_descr,"No matter what your mission, the size and weight of your equipment is a critical factor. With the Aimpoint® Micro T-1, Aimpoint has introduced an aiming system that provides the performance of our full-sized sights in a small package. Since its introduction in 2007, the Aimpoint® Micro T-1 has become very popular worldwide due to its size, light weight and robust build quality."
st_addon_scope_aimpoint,Aimpoint scope
st_addon_scope_aimpoint_descr,"\n \n%c[ui_gray_2]COMPATIBILITY:\n \n%c[d_cyan] • %c[ui_gray_2]all NATO rifles\n \n%c[ui_gray_1]A collimator sight manufactured by Aimpoint, designed for use in small arms. Designed to meet the needs of military and law enforcement agencies, it provides fast and accurate aiming in various conditions. The main features of the model are shock resistance, waterproofness and long battery life.\n \n %c[d_purple] • %c[ui_gray_2] Magnification: %c[ui_gray_1]none (collimator)\n %c[d_purple] • %c[ui_gray_2] Condition: %c[ui_gray_1]very good"
st_addon_scope_aimpoint_pro,Aimpoint PRO
st_addon_scope_aimpoint_pro_descr,"Aimpoint Patrol Rifle Optic is designed with input from a distinguished group of current and former professionals. The Patrol Rifle Optic incorporates many never before seen features to maximize this sight's performance within the challenging conditions faced by modern law enforcement. The Aimpoint® PRO sight comes in a ready-to-go kit at a budget friendly price, a concept that appeals strongly to Law Enforcement units."
st_addon_scope_apsabigo,Upgrade Kit for APS Pistol
st_addon_scope_apsabigo_descr,"\n \n%c[ui_gray_2]COMPATIBILITY:\n \n%c[d_cyan] • %c[ui_gray_2] APS pistol\n \n%c[ui_gray_1] The kit includes: Threaded barrel for using with APB sound suppressor, Tritium sights and ergonomic pistol grip rubber. This upgrade is irreversible.\n"
st_addon_scope_archangel,Promag Archangel polymer stock for Remington M700
st_addon_scope_archangel_descr,\n \n%c[ui_gray_2]COMPATIBILITY:\n \n%c[d_cyan] • %c[ui_gray_2] Remington M700\n \n%c[ui_gray_1] Archangel polymer stock for Remington Model 700 rifle. Includes set of 20 round magazines. This upgrade is irreversible. \n
st_addon_scope_bossxe,Wilcox BOSS-Xe reflex sight
st_addon_scope_bossxe_descr,"%c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] Origin: %c[ui_gray_2]United States\n %c[d_cyan] • %c[0,255,255,255] Manufacturer: %c[ui_gray_2]Wilcox\n %c[d_cyan] • %c[0,255,255,255] magnification: %c[ui_gray_2]1.0x\n \n %c[d_cyan] • %c[0,255,255,255] %c[ui_gray_2]Laser Toggle\n \n"
st_addon_scope_bravo4,SIG Sauer BRAVO4
st_addon_scope_bravo4_descr,"%c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] Origin: %c[ui_gray_2]Germany\n %c[d_cyan] • %c[0,255,255,255] Manufacturer: %c[ui_gray_2]SIG Sauer\n %c[d_cyan] • %c[0,255,255,255] magnification: %c[ui_gray_2]4.0x\n \n"
st_addon_scope_burris_tac30,Burris TAC30 1-4x24mm
st_addon_scope_burris_tac30_descr,"%c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] Origin: %c[ui_gray_2]United States\n %c[d_cyan] • %c[0,255,255,255] Manufacturer: %c[ui_gray_2]Burris\n %c[d_cyan] • %c[0,255,255,255] Magnification: %c[ui_gray_2]1.0x - 4.0x\n \n"
st_addon_scope_c79,ELCAN Specter C79 optical sight
st_addon_scope_c79_descr,"%c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] Origin: %c[ui_gray_2]United States\n %c[d_cyan] • %c[0,255,255,255] Manufacturer: %c[ui_gray_2]Raytheon ELCAN Optical Technologies\n %c[d_cyan] • %c[0,255,255,255] Magnification: %c[ui_gray_2]3.4x\n \n"
st_addon_scope_cmore,C-MORE Tactical Sight
st_addon_scope_cmore_descr,"%c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] Origin: %c[ui_gray_2]United States\n %c[d_cyan] • %c[0,255,255,255] Manufacturer: %c[ui_gray_2]C-More Systems\n %c[d_cyan] • %c[0,255,255,255] magnification: %c[ui_gray_2]1.0x\n \n"
st_addon_scope_compm4s,Aimpoint CompM4s (for picatinny/weaver)
st_addon_scope_compm4s_descr,"The Aimpoint® CompM4s sight, with low battery compartment, belongs to the CompM4 series of sights which are the finest sights Aimpoint has ever produced. Improvements include advanced energy efficiency that provides up to 8 years of continuous use from a single AA battery!"
st_addon_scope_d0cter,Docter Sight III
st_addon_scope_d0cter_descr,"Docter as a brand was born in 1991, but the company started writing its story much earlier. It was previously called Carl Zeiss Jena. In the 1980s, this was one of the largest optics manufacturing companies in the world. They started operating more than 100 years ago and built an impeccable reputation throughout the years. After World War II, the company started growing rapidly and bloomed until East and West Germany merged in 1991. This was when the first major change happened – the company was taken over by Bernhard Docter. Shockingly, the company bankrupted. Analytic Jena Group bought Docter in 1997, and the company started growing again. In 2018, a change in administration occurred. The company was renamed from Docter to Noblex. Most of the products remained in the offer but Noblex added some new ones as well. They retained the famous logo – the owl. Throughout the years, Docter has been known to offer high-quality Made-in-Germany products for an affordable price. Because of that, the company gathered plenty of followers, loyal to the brand. Since 2018, when Noblex took over, the company expanded their manufacturing processes elsewhere."
st_addon_scope_deltapoint,Deltapoint PRO Red Dot Sight
st_addon_scope_deltapoint_descr,"The DeltaPoint Pro is proof that you don’t have to compromise performance, even on a small sight. Its incredibly wide field-of-view and crystal-clear glass dominates the competition, while its rugged aluminum housing and steel sheath ensure it will perform in the harshest conditions. Ease-of-use was also a focus when designing this elite red dot sight, which is why we put an easy access battery compartment on top and gave it click-adjustments for more precision. And this isn’t just a pistol sight either; the DP Pro is just as at home on AR’s, shotguns, and pretty much anything else that goes bang."
st_addon_scope_deltapoint_high,Deltapoint PRO Riser
st_addon_scope_deltapoint_high_descr,A DeltaPoint Pro mounted on an optic riser.
st_addon_scope_descr,"%c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] Origin: %c[ui_gray_2]Russia\n %c[d_cyan] • %c[0,255,255,255] Manufacturer: %c[ui_gray_2]NPZ Optics State Plant\n %c[d_cyan] • %c[0,255,255,255] magnification: %c[ui_gray_2]4.0x\n \n %c[d_cyan] • %c[0,255,255,255] %c[ui_gray_2]LED Toggle\n \n"
st_addon_scope_devo,Leupold D-EVO Offset Optic w/ LCO Red Dot
st_addon_scope_devo_descr,"%c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] Origin: %c[ui_gray_2]United States\n %c[d_cyan] • %c[0,255,255,255] Manufacturer: %c[ui_gray_2]Leupold\n %c[d_cyan] • %c[0,255,255,255] magnification: %c[ui_gray_2]6.0x\n \n"
st_addon_scope_e0t2,EOTech XPS3-0 Sight
st_addon_scope_e0t2_descr,"The XPS3 is smaller and lighter than all other holographic weapon sights but just as fast. Law enforcement officers and hunters appreciate the light weight and compact size for carrying convenience on the job and in the woods. The XPS3 runs on a single 123 battery. The single-lithium-battery configuration allows more rail space, leaving more room for rear-iron sights, magnifiers, or a night vision mount."
st_addon_scope_e0t2_mag,Eotech XPS3 w/ Eotech G33 3x Magnifier
st_addon_scope_e0t2_mag_descr,"%c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] Origin: %c[ui_gray_2]United States\n %c[d_cyan] • %c[0,255,255,255] Manufacturer: %c[ui_gray_2]EOTech\n %c[d_cyan] • %c[0,255,255,255] magnification: %c[ui_gray_2]3.0x\n \n"
st_addon_scope_echo1,SIG Sauer ECHO1 1-2x30mm 30Hz thermal reflex scope
st_addon_scope_echo1_descr,"%c[0,255,255,255]PROPERTIES:\n %c[d_green] • %c[0,255,255,255] Origin: %c[ui_gray_2]United States\n %c[d_green] • %c[0,255,255,255] Manufacturer: %c[ui_gray_2]SIG SAUER\n %c[d_green] • %c[0,255,255,255] Magnification: %c[ui_gray_2]1-2x\n \n"
st_addon_scope_ekp8_02,Cobra EKP 8-02 Red Dot Sight
st_addon_scope_ekp8_02_descr,"The Cobra sight provides confident aiming in natural light conditions (bright sunny day, deep twilight and moonlit night) due to the presence of 16 levels of manual brightness adjustment of the aiming mark. The location of the aiming mark and target in the same plane allows for aiming with both one and two eyes, which creates an unlimited field of view for the shooter, and conduct effective high-speed shooting at quickly moving, small and suddenly appearing for a short time targets."
st_addon_scope_ekp8_18,Kobra EKP 8-18 Red Dot Sight
st_addon_scope_ekp8_18_descr,"Kobra Military 8-18 Red Dot Weaver Rifle Scope, Screw Mount. The world famous Kobra is an open collimator ""red dot"" combat optic using laser-generated ""heads-up display"" (HUD) technology to superimpose a reticle pattern onto a filtered lens which acts as an aiming device for the shooter. This system presents an unobstructed field of view, in 1x power which allows for extremely comfortable, ""both eyes open"" shooting. On average, most users will see a 1.5 times faster target acquisition and a 50% smaller shot group at 100 meters, in comparison to the iron sights. It is designed for engaging fast moving targets and targets appearing for a short period of time in close quarters and urban combat situations in various light conditions. It provides clear targeting from 104 lx to 10-2 lx (daylight, twilight and moonlight), one- or two-eye targeting, is very effective when shooting from moving vehicles, and allows for perfect kill shots on fast-moving, small and spontaneously appearing targets."
st_addon_scope_eotech,EOTech scope 553
st_addon_scope_eotech_descr,\n \n%c[ui_gray_2]COMPATIBILITY:\n \n%c[d_cyan] • %c[ui_gray_2]all NATO rifles\n \n%c[ui_gray_1]Holographic sight for NATO assault rifles and submachine guns.\n \n %c[d_purple] • %c[ui_gray_2] Magnification: %c[ui_gray_1]none (collimator)\n %c[d_purple] • %c[ui_gray_2] Condition: %c[ui_gray_1]very good
st_addon_scope_exps3,Eotech EXPS3
st_addon_scope_exps3_descr,"%c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] Origin: %c[ui_gray_2]United States\n %c[d_cyan] • %c[0,255,255,255] Manufacturer: %c[ui_gray_2]EOTech\n %c[d_cyan] • %c[0,255,255,255] magnification: %c[ui_gray_2]1.0x\n \n"
st_addon_scope_exps3_mag,Eotech EXPS3 w/ Eotech G33 3x Magnifier
st_addon_scope_exps3_mag_descr,"%c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] Origin: %c[ui_gray_2]United States\n %c[d_cyan] • %c[0,255,255,255] Manufacturer: %c[ui_gray_2]EOTech\n %c[d_cyan] • %c[0,255,255,255] magnification: %c[ui_gray_2]3.0x\n \n"
st_addon_scope_galil,Galil 4.0x scope
st_addon_scope_galil_descr,\n \n%c[ui_gray_2]COMPATIBILITY:\n \n%c[d_cyan] • %c[ui_gray_2] automatic rifle Galil AR\n \n%c[ui_gray_1]Optical sight for the Israeli IMI Galil rifle.\n \n %c[d_purple] • %c[ui_gray_2] Magnification: %c[ui_gray_1]4.0x\n %c[d_purple] • %c[ui_gray_2] Condition: %c[ui_gray_1]good\n %c[d_purple] • %c[ui_gray_2] Reticule pattern: %c[ui_gray_1]SUSAT
st_addon_scope_galil_susat,Galil 4.0x scope (SUSAT)
st_addon_scope_gauss_sight,Trijicon REAP-IR Thermal Optic
st_addon_scope_gauss_sight_descr,"%c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] Origin: %c[ui_gray_2]United States\n %c[d_cyan] • %c[0,255,255,255] Manufacturer: %c[ui_gray_2]Trijicon\n %c[d_cyan] • %c[0,255,255,255] magnification: %c[ui_gray_2]3.0x - 8.0x\n \n %c[d_cyan] • %c[0,255,255,255] %c[ui_gray_2]Thermal Toggle\n \n"
st_addon_scope_gee36,G36 Integrated Scope
st_addon_scope_gee36_descr,"%c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] Origin: %c[ui_gray_2]Germany\n\n %c[d_cyan] • %c[0,255,255,255] Manufacturer: %c[ui_gray_2]H&K\n %c[d_cyan] • %c[0,255,255,255] magnification: %c[ui_gray_2]3.0x\n \n"
st_addon_scope_gee36_dove,G36 Integrated Scope (Dovetail Mount)
st_addon_scope_gee36_dove_descr,"%c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] Origin: %c[ui_gray_2]Hell\n\n %c[d_cyan] • %c[0,255,255,255] Manufacturer: %c[ui_gray_2]Satan\n %c[d_cyan] • %c[0,255,255,255] magnification: %c[ui_gray_2]3.0x\n \n"
st_addon_scope_gurza_up,Advanced Tacticaal Kit for SR1MP 9x21 Gyurza
st_addon_scope_gurza_up_descr,"\n \n%c[ui_gray_2]COMPATIBILITY:\n \n%c[d_cyan] • %c[ui_gray_2] SR1MP 9x21 Gyurza\n \n%c[ui_gray_1] The kit includes LAM, Trijicon RMR and quadrail mount. This upgrade is irreversible. \n"
st_addon_scope_hamr,Leupold Mark 4 HAMR
st_addon_scope_hamr_descr,"%c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] Origin: %c[ui_gray_2]United States\n %c[d_cyan] • %c[0,255,255,255] Manufacturer: %c[ui_gray_2]Leupold\n %c[d_cyan] • %c[0,255,255,255] magnification: %c[ui_gray_2]4.0x\n \n"
st_addon_scope_he510,Holosun HE510C
st_addon_scope_he510_descr,"%c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] Origin: %c[ui_gray_2]United States\n %c[d_cyan] • %c[0,255,255,255] Manufacturer: %c[ui_gray_2]Holosun\n %c[d_cyan] • %c[0,255,255,255] magnification: %c[ui_gray_2]1.0x\n \n"
st_addon_scope_kab_up,Tacticaal Kit for KS-23 Drozd
st_addon_scope_kab_up_descr,\n \n%c[ui_gray_2]COMPATIBILITY:\n \n%c[d_cyan] • %c[ui_gray_2] Carabine KS-23M Drozd\n \n%c[ui_gray_1] The kit includes: Threaded barrel for using with suppressor and Trijicon RMR sight with mounting module. This upgrade is irreversible.\n
st_addon_scope_kashtan_rmr,Kashtan-Red Dot Sight Kit
st_addon_scope_kashtan_rmr_descr,"%c[0,255,255,255]KIT INCLUDES:\n %c[d_cyan] • %c[ui_gray_2] Tochpribor 1P78 Kashtan sight\n %c[d_cyan] • %c[ui_gray_2] Canted red dot sight\n \n"
st_addon_scope_kemper,Firefield Kemper XL-M Reflex Sight
st_addon_scope_kemper_descr,"The Kemper XL-M is a panoramic open red dot sight, ideal for high-speed shooting, offhand shooting and shooting at moving targets. Unlike the civilian model, the ""M"" -armic variant of the sight is made of a more durable aluminum alloy - i.e. Specially designed for harsh environments. Installed on Weaver/Picatinny rails."
st_addon_scope_kit_aus_tri,"""Scout"" Tactical kit for SA58 FAL AUS"
st_addon_scope_kit_aus_tri_descr,"\n%c[ui_gray_2]COMPATIBILITY:\n \n%c[d_cyan] • %c[ui_gray_2] DS Arms SA-58 AUS ""Austrian Style"".\n \n%c[ui_gray_1] The kit converting the gun in to the great marksman rifle. The kit includes: Fab AG FAL pistol grip, dust cover DS Arms Extreme Duty with Picatinny rail, Vltor CASV foregrip for FAL, 21"" barrel for SA-58 7.62x51 and DSA BRS stock. Also there is two scopes: Aimpoint T1 on NcStar 45 and Trijicon Acog. This upgrade is irreversible."
st_addon_scope_kit_fal_leup,"""Marauder"" Tactical kit for SA58 FAL AUS"
st_addon_scope_kit_fal_leup_descr,"\n%c[ui_gray_2]COMPATIBILITY:\n \n%c[d_cyan] • %c[ui_gray_2] DS Arms SA-58 AUS ""Austrian Style"".\n \n%c[ui_gray_1] The kit converting the gun in to the great marksman rifle. The kit includes: Fab AG FAL pistol grip, dust cover DS Arms Extreme Duty with Picatinny rail, Vltor CASV foregrip for FAL, 21"" barrel for SA-58 7.62x51 and DSA BRS stock. Also there is two scopes: Aimpoint T1 on NcStar 45 and Leupold Mark 8 CQBSS. This upgrade is irreversible."
st_addon_scope_kit_sa5x_spec,"""Defender"" Tactical kit for SA58 FAL AUS"
st_addon_scope_kit_sa5x_spec_descr,"\n%c[ui_gray_2]COMPATIBILITY:\n \n%c[d_cyan] • %c[ui_gray_2] DS Arms SA-58 AUS ""Austrian Style"".\n \n%c[ui_gray_1] The kit converting the gun in to the great marksman rifle. The kit includes: Fab AG FAL pistol grip, dust cover DS Arms Extreme Duty with Picatinny rail, Vltor CASV foregrip for FAL, 21"" barrel for SA-58 7.62x51 and DSA BRS stock. Also there is two scopes: Aimpoint T1 on NcStar 45 and ELCAN SpecterDR. This upgrade is irreversible."
st_addon_scope_kobra,"EKP 1S-03 ""Kobra"""
st_addon_scope_kobra_descr,"\n \n%c[ui_gray_2]COMPATIBILITY:\n \n%c[d_cyan] • %c[ui_gray_2] all Warsaw Pact rifles\n \n%c[ui_gray_1]The Kobra sight is an open collimator combat optic using a laser generated HUD to superimpose a reticle pattern onto a filtered lens. It is designed for engaging fast moving targets and targets appearing for a short period of time in close quarters and urban combat in various light conditions. It provides clear targeting from 104 lx to 10-2 lx (daylight, twilight and moonlight), one or two eye targeting. Effective when shooting from moving vehicles.\n \n %c[d_purple] • %c[ui_gray_2] Magnification: %c[ui_gray_1] none (collimator)\n %c[d_purple] • %c[ui_gray_2] Condition: %c[ui_gray_1]very good"
st_addon_scope_kp_sr2,KP-SR2 Reflex Sight
st_addon_scope_kp_sr2_descr,"%c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] Origin: %c[ui_gray_2]Russia\n %c[d_cyan] • %c[0,255,255,255] Manufacturer: %c[ui_gray_2]Russia\n %c[d_cyan] • %c[0,255,255,255] magnification: %c[ui_gray_2]1.0x\n %c[0,255,255,255]COMPATIBILITY:\n %c[d_cyan] • %c[ui_gray_2] SR-2M Veresk\n"
st_addon_scope_lapua700,The Deer Hunter: .338 Remington M700 kit
st_addon_scope_lapua700_descr,"\n \n%c[ui_gray_2]COMPATIBILITY:\n \n%c[d_cyan] • %c[ui_gray_2] Remington M700\n \n%c[ui_gray_1] A set to change the .308 Remington Model 700 to the .338 Lapua Magnum for engaging targets at extra long distances. Includes a 338 barrel with a thread for a .338 silencer, a Magpul Pro stock including a barrel locking system, a set of magazines chambered for 338LM and an improved Leupold sight. This upgrade is irreversible. \n"
st_addon_scope_lazup_pl15,LAM for Lebedev PL-15 Pistol
st_addon_scope_lazup_pl15_descr,\n \n%c[ui_gray_2]COMPATIBILITY:\n \n%c[d_cyan] • %c[ui_gray_2] Lebedev PL-15\n \n%c[ui_gray_1] Used for aimed shooting from any position.\n
st_addon_scope_lco1,LCO Leupold Carbine Optic
st_addon_scope_lco1_descr,"%c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] Origin: %c[ui_gray_2]United States\n %c[d_cyan] • %c[0,255,255,255] Manufacturer: %c[ui_gray_2]Leupold\n %c[d_cyan] • %c[0,255,255,255] magnification: %c[ui_gray_2]1.0x\n \n"
st_addon_scope_leupold,Leupold Mark 8
st_addon_scope_leupold_descr,"%c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] Origin: %c[ui_gray_2]United States\n %c[d_cyan] • %c[0,255,255,255] Manufacturer: %c[ui_gray_2]Leupold\n %c[d_cyan] • %c[0,255,255,255] magnification: %c[ui_gray_2]1.0x - 8.0x\n \n"
st_addon_scope_magpul_pro,Magpul PRO 700 chassis for Remington M700
st_addon_scope_magpul_pro_descr,"\n \n%c[ui_gray_2]COMPATIBILITY:\n \n%c[d_cyan] • %c[ui_gray_2] Remington M700\n \n%c[ui_gray_1] PRO 700 is a lightweight, ergonomic chassis designed for the Remington Model 700 by Magpul. Includes set of 12 round magazines and Trijicon RMR Red Dot Sight installed on 45 degree angle mount. This upgrade is irreversible. \n"
st_addon_scope_march_f_shorty,March F Shorty 1x-8x24mm LPVO
st_addon_scope_march_f_shorty_alt,March F Shorty-Red Dot Sight Kit
st_addon_scope_march_f_shorty_alt_descr,"%c[0,255,255,255]KIT INCLUDES:\n %c[d_cyan] • %c[ui_gray_2] March F Shorty 1x-8x24mm LPVO\n %c[d_cyan] • %c[ui_gray_2] Canted red dot sight\n \n"
st_addon_scope_march_f_shorty_descr,"%c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] Origin: %c[ui_gray_2]Japan\n %c[d_cyan] • %c[0,255,255,255] Manufacturer: %c[ui_gray_2]DEON Optical Design\n %c[d_cyan] • %c[0,255,255,255] magnification: %c[ui_gray_2]1.0x - 8.0x\n \n"
st_addon_scope_marchf,March Tactical 3-24x42 FFP
st_addon_scope_marchf_descr,"%c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] Origin: %c[ui_gray_2]Japan\n %c[d_cyan] • %c[0,255,255,255] Manufacturer: %c[ui_gray_2]DEON Optical Design\n %c[d_cyan] • %c[0,255,255,255] magnification: %c[ui_gray_2]3.0x - 24.0x\n \n %c[d_cyan] • %c[0,255,255,255] %c[ui_gray_2]LED Toggle\n \n"
st_addon_scope_mark4,Leupold Mark 4 scope
st_addon_scope_mark4_descr,"\n \n%c[ui_gray_2]COMPATIBILITY:\n \n%c[d_cyan] • %c[ui_gray_2]all NATO rifles\n \n%c[ui_gray_1]The Leupold Mark 4 riflescope is designed by Leupold Stevens, a company known for its high-quality optics. This scope is designed for precision shooting at long ranges and is popular among hunters and target shooters. Distinguishing features of the Mark 4 include high impact resistance, clear image quality, and the ability to adapt to various shooting conditions thanks to the adjustments of the reticle and illumination.\n \n %c[d_purple] • %c[ui_gray_2] Magnification: %c[ui_gray_1]6.5-20.0x\n %c[d_purple] • %c[ui_gray_2] Condition: %c[ui_gray_1]very good\n %c[d_purple] • %c[ui_gray_2] Reticule pattern: %c[ui_gray_1]Mark 4"
st_addon_scope_mark8_rmr,Mark 8-Red Dot Sight Kit
st_addon_scope_mark8_rmr_descr,"%c[0,255,255,255]KIT INCLUDES:\n %c[d_cyan] • %c[ui_gray_2] Leupold Mark 8 CQBSS sight\n %c[d_cyan] • %c[ui_gray_2] Canted red dot sight\n \n"
st_addon_scope_mepro,Meprolight M21
st_addon_scope_mepro_descr,"Meprolight Mepro M21 is a battle-proven red dot sight, tested in the harshest conditions imaginable. It doesn’t work on a battery but is powered by a fibre optic collector system during the day and by tritium at night – when all other sights fail, M21 will continue to work. With a QD-detachable mount, you will be able to mount and dismount this sight from the Picatinny platform in a matter of seconds. it can be paired with night vision goggles and scopes which greatly increases its usability. Meprolight is an Israeli company, founded in 1990. They offer includes day optical devices, night vision devices, thermal imaging devices, self-illuminated night sights, etc. Their products have been tested to withstand the harshest conditions imaginable, which is why they are popular with the military and law enforcement. The company complies with NATO and US military specifications as well as International MIL Standards."
st_addon_scope_mod9,Tactical Kit for Walther P99
st_addon_scope_mod9_descr,"\n \n%c[ui_gray_2]COMPATIBILITY:\n \n%c[d_cyan] • %c[ui_gray_2] Walther P99 pistol \n \n%c[ui_gray_1] The kit includes: Threaded barrel for using with suppressor, Tritium sights and Viridian X5L laser sight. This upgrade is irreversible.\n"
st_addon_scope_mod_x_gen3,MOD X Gen.3 chassis for Remington M700
st_addon_scope_mod_x_gen3_descr,"\n \n%c[ui_gray_2]COMPATIBILITY:\n \n%c[d_cyan] • %c[ui_gray_2] Remington M700\n \n%c[ui_gray_1] The A*B Arms MOD X GEN III Modular Rifle System is a lightweight, ergonomic, drop-in chassis designed for Remington Model 700. Includes set of 12 round magazines and Leupold DeltaPoint PRO Red Dot Sight installed on 45 degree angle mount. This upgrade is irreversible. \n"
st_addon_scope_mono_kit,Monolith AK12 tactical kit
st_addon_scope_mono_kit_descr,"\n \n%c[ui_gray_2]COMPATIBILITY:\n \n%c[d_cyan] • %c[ui_gray_2] ÀÊ12 Monolith.\n \n %c[ui_gray_1] This kit includes: an ergonomic forend that allows installation of a 30mm underbarrel grenade launcher, as well as sights for short and medium-long distances: Trijicon Acog and AN/PEQ-16 LAM. Also high capacity 60 round magazines set is included. This is irreversible upgrade."
st_addon_scope_monstrum_2x32,Monstrum Tactical Scope 2x32
st_addon_scope_monstrum_2x32_descr,"%c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] Origin: %c[ui_gray_2]United States\n %c[d_cyan] • %c[0,255,255,255] Manufacturer: %c[ui_gray_2]Monstrum Tactical\n %c[d_cyan] • %c[0,255,255,255] Magnification: %c[ui_gray_2]2.0x\n \n"
st_addon_scope_ncstar_ado,NcSTAR ADO P4 Sniper Optic 3-9x42
st_addon_scope_ncstar_ado_descr,"%c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] Origin: %c[ui_gray_2]United States\n %c[d_cyan] • %c[0,255,255,255] Manufacturer: %c[ui_gray_2]NcSTAR\n %c[d_cyan] • %c[0,255,255,255] Magnification: %c[ui_gray_2]3.0 - 9.0x\n \n"
st_addon_scope_okep77,OKP-77 (For Picatinny/weaver)
st_addon_scope_okep77_descr,"\n \n%c[ui_gray_2]COMPATIBILITY:\n \n%c[d_cyan] • %c[ui_gray_2]OTs-02 Kiparis\n \n%c[ui_gray_1]This sight differs from the OKP-7 in a less cumbersome mount, which allows you to install the collimator on a short picatinny rail on the Kiparis SMG.\n"
st_addon_scope_okp-7,OKP-7 Scope (dovetail mount)
st_addon_scope_okp-7_descr,"The original design can be used under any conditions, and also, if necessary, allows the use of a standard mechanical device. The main feature of the sight is the mount of the reflector without a mechanical frame, covering an appreciable part of the firing sector. Reflector protection in extreme conditions is provided by a thin and durable metal visor, which practically does not interfere with firing."
st_addon_scope_pgo7gs,PGO-7
st_addon_scope_pgo7gs_descr,"%c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] Origin: %c[ui_gray_2]Russia\n %c[d_cyan] • %c[0,255,255,255] Manufacturer: %c[ui_gray_2]Soviet Union\n %c[d_cyan] • %c[0,255,255,255] magnification: %c[ui_gray_2]4.0x\n \n %c[d_cyan] • %c[0,255,255,255] %c[ui_gray_2]LED Toggle\n \n"
st_addon_scope_pilad_p1x42,VOMZ Pilad P1x42
st_addon_scope_pilad_p1x42_descr,"%c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] Origin: %c[ui_gray_2]Russia\n %c[d_cyan] • %c[0,255,255,255] Manufacturer: %c[ui_gray_2]VOMZ\n %c[d_cyan] • %c[0,255,255,255] Magnification: %c[ui_gray_2]1.0x\n \n"
st_addon_scope_pilad_p4x32,VOMZ Pilad P4x32
st_addon_scope_pilad_p4x32_descr,"%c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] Origin: %c[ui_gray_2]Russia\n %c[d_cyan] • %c[0,255,255,255] Manufacturer: %c[ui_gray_2]VOMZ\n %c[d_cyan] • %c[0,255,255,255] Magnification: %c[ui_gray_2]4.0x\n \n"
st_addon_scope_pk-a,PK-A scope
st_addon_scope_pk-a_descr,"\n \n%c[ui_gray_2]COMPATIBILITY:\n \n%c[d_cyan] • %c[ui_gray_2] all Warsaw Pact rifles\n \n%c[ui_gray_1]PK-A is a Belarusian collimator sight for light small arms, developed by specialists of the Minsk enterprise ""BelOMO"". Compared to standard sighting devices, it allows to reduce the time for aiming by more than three times while increasing the accuracy of aiming by more than two times. The design of the optical system of the sight allows its use in low light conditions and at night in combination with a night vision device.\n \n %c[d_purple] • %c[ui_gray_2] Magnification: %c[ui_gray_1]none (collimator)\n %c[d_purple] • %c[ui_gray_2] Condition: %c[ui_gray_1]very good"
st_addon_scope_pk1_obzor,"PK-1 ""Obzor"" (1P63) Collimator Sight"
st_addon_scope_pk1_obzor_descr,"%c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] Origin: %c[ui_gray_2]Russia\n %c[d_cyan] • %c[0,255,255,255] Manufacturer: %c[ui_gray_2]NPZ Optics State Plant\n %c[d_cyan] • %c[0,255,255,255] Magnification: %c[ui_gray_2]1.0x\n \n"
st_addon_scope_pk6,BelOMO PK-06 reflex sight
