Translation Key,Translated Value
dolg_heavy_redline_outfit_name,PSZ-9kl Command Armor
st_addon_sil_spec_isg,Rifle Dynamics ISG Suppressor
st_prop_shelf_2,Wooden Shelf (Large)
exo_wood_outfit_description,"Also known as the ""Radsuit"", this outfit is essentially a heavy ballistic vest containing Class IV plates reinforced with steel with many of the attachment points needed for a rigid exoskeleton. However, with no powered exoskeleton to ease the load, this armor proves cumbersome to wear for extended periods of time. This model includes an early-generation CBRN jumpsuit lined with Kevlar.\n \n"
st_prt_w_p_spring_3,.45 Recoil Spring Assembly (Spring)
ui_inv_outfit_power_restore,"%c[0,255,255,255]Stamina Recovery:"
st_ecologist_outfit_white_description,"The SSP-99 is a current-generation CBRN suit specially designed for the Zone's conditions and is used by scientific expeditions for extended forays into anomalous fields. When combined with the SSP-99 screen helmet, it includes an integrated air-filtering and air-conditioning system. Its design is specifically tailored for maximum durability in thermal and chemical fields. The ""Diamond"" variant also gives superior protection from electricity.\n \n"
st_af_skull_miser_descr,"The remains of a human head, disfigured and fossilized by the Zone. The teeth appear to be made of a pure crystal stone. If its bearer kills another person, their money may be duplicated.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] • %c[pda_white] Perk Artefact\n \n"
st_addon_scope_mod_x_gen3,Tactical Kit
mutant_chimera_claw,Chimera Claw
st_gas_tube_5,Gas Tube [A|V] [R] (Gas Tube)
st_wpn_fal,FN FAL
st_wpn_colt_kimber,st_wpn_colt_kimber
st_af_ah_h2,Sponge
st_rank_blackops,Blackops squad
st_bolt_14,Rotating Locking Head [À/PP] (Bolt)
st_af_geliy_descr,A product of electrical anomalies. It gives off a gaseous substance. If you found this. something has gone horribly wrong.\n \n %c[pda_white]PROPERTIES:\n
st_steel_wool,Steel Wool
st_shovel_mili,Old Field Shovel
st_wpn_winchester1873,Winchester Model 1873
st_prop_underbarrel_slot,underbarrel mount
st_data_export_power_restore_max,Total stamina recovery
csky_medium_outfit_name,CS-3a Body Armor
st_af_sun_descr,A rare specimen generating an inexhaustible source of light. It allows a form of solar photosynthesis in its wearer.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] • %c[pda_white] Perk Artefact\n \n
st_beans,Baked Beans
st_addon_sil_ash12_descr,%c[pda_white]PROPERTIES:\n %c[d_cyan] • %c[pda_white] Origin: %c[ui_gray_2]Russia\n \n %c[pda_white]COMPATIBILITY:\n %c[d_cyan] • %c[ui_gray_2] 12.7x55mm\n \n
st_placeable_lead_box_open,Decorative Lead-lined Metal Container
st_up_pri_b1_descr,A mobile shoulder rest considerably reduces recoil impact on the body.
st_wpn_mp5,MP5A3
st_wpn_k98,Karabiner 98k
st_letter_mercenary_name,Mercenary's Note
st_addon_sil_black_box_descr,"A compact, high-performance suppressor by Advanced Armament Corporation, designed for superior suppression in tactical scenarios.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] • %c[pda_white] Origin: %c[ui_gray_2]United States\n \n %c[pda_white]COMPATIBILITY:\n %c[d_cyan] • %c[ui_gray_2] 9mm, .45\n \n"
st_vodka2_descr,"Triple purification, a smooth texture and a unique taste. Following the tradition of naming vodka brands after Russian leaders, Putinka first went into production after Vladimir Putin was elected president. Produced in Russia from the finest grain and crystal clear water from Siberian springs.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] • %c[pda_white] Drink\n %c[d_cyan] • %c[pda_white] Alcohol\n"
st_wpn_umirotvoritel_bas,Unidentified Weapon
st_upgr_w_scope_mount,Firearm Optics & Mounts Package 'MTt'
st_addon_sil_rotor_descr,"A high-efficiency muzzle brake designed to reduce recoil and muzzle rise for 7.62x54mm rifles, improving overall shot stability. Its precision-machined construction enhances durability and ensures minimal impact on accuracy.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] • %c[pda_white] Origin: %c[ui_gray_2]United States\n \n %c[pda_white]COMPATIBILITY:\n %c[d_cyan] • %c[ui_gray_2]7.62mm\n \n"
st_addon_scope_aim_acro,ACRO P-1
st_bolt_carrier_9,Choke from Double-barrel Shotgun [R] (Carrier)
st_prop_restore_bleeding,Wound healing
st_walkie,Broken Walkie Talkie
st_af_signet_name,Signet
st_wpn_eft_rsh12,RSH-12 Revolver
military_proto_exo_outfit_description,"The very first iteration of the military exoskeleton, modified to fit with the servos and batteries of a modern exoskeleton. Compared to a third-generation exo, it sacrifices raw ballistic protection for greater functionality in anomalous fields.\n \n"
st_wpn_ks23_ecolog_descr,"At its core, the KS-23 is a manually-actuated, pump-action ""shotgun"" that fires unique 23mm shells. Though, while displaying an appearance more akin to a shotgun, the Russians designated the KS-23 as a ""Special Carbine"" due to its large-caliber rifled barrel when compared to the standard smoothbore barrels of conventional shotguns. The ""Eco"" was specifically modified for the needs of the scientific staff located within the Zone.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]Soviet Union\n %c[d_cyan] • %c[0,255,255,255] manufacturer: %c[ui_gray_2]Tula Arms Plant\n"
st_wpn_galil_custom,Galil AR
st_prt_i_scrap,Metallic Scrap
st_af_pin_descr,"A small artefact formed by thermal anomalies in the Zone under extreme temperatures. The look of this artefact suggests that it was an organ of a vascular plant. Further studies showed that other organic tissues are fused deep inside. \nThe stem doesn't hold any useful properties. On the contrary, the small pins reduce temperature of user's body and cool all objects in their vicinity. \nThis artefact offers a slight psy-protection as it will resonate under the influence of psy-waves. On the other hand, it is not recommended to approach chemical and acid anomalies when in possession of the artefact as it will increase the adverse effects of acids and toxins in user's bloodstream. \n\n%c[0,209,172,56] Does NOT degrade over time.\n"
st_bandage,Bandage
st_tobacco_descr,"A metal tin containing finely cut Russian tobacco, preserving its freshness in the Zone's harsh conditions. Ideal for those who prefer to roll their own cigarettes or use a pipe, it provides a robust and authentic flavor.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] • %c[pda_white] Stimulant\n %c[d_green] • %c[pda_white] Alcohol Sobering Effect\n"
st_af_ah_r5,Mushroom
st_wpn_colt1911_n,Colt M1911
st_af_black_angel_name,Black Angel
isg_lcs_outfit_name,UNISG LC Suit
mutant_flesh_meat_description,"A common source of mutant protein from the slow-moving Flesh creatures, surprisingly palatable when cooked properly. Note that consuming uncooked mutant meat always carries the risk of contamination or radiation exposure.\n \n %c[ui_red]WARNING: Raw Meat\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] • %c[pda_white] Low-tier Mutant Meat\n %c[d_cyan] • %c[pda_white] Cookable\n"
isg_nosorog_outfit_name,UNISG Nosorog
st_boots,Old Leather Boots
st_wpn_fort17,Fort-17
st_bolt_carrier_1,Sliding Bolt Carrier with Turning Bolt Lock [R] (Carrier)
st_up_ret_c1_descr,"Thickening of the sleeve allows barrel pressure to be increased, improving bullet speed."
st_af_geliy_name,Helium
exo_dolg_red_outfit_description,"Also known as the ""Radsuit"", this outfit is essentially a heavy ballistic vest containing Class IV plates reinforced with steel with many of the attachment points needed for a rigid exoskeleton. However, with no powered exoskeleton to ease the load, this armor proves cumbersome to wear for extended periods of time. This particular variant is typically found in the hands of elite Duty huntsmen, where its greater defense against mutants is utilized.\n \n"
cs_stalker_proto_exo_outfit_name,CS-2b Exoskeleton
st_data_export_weapon_kind_shotgun,Shotgun
st_wpn_val,AS Val
greh_exo_outfit_description,"High-tech armor consisting of a steel-reinforced Kevlar jumpsuit and a tactical vest with Class IV inserts, all carried by powered limbs and servomotors. Study samples have revealed that its servos are made of alloys and materials unknown to any field of science in any other part of the world. Wearing this suit creates an unnatural feeling of bliss and calm within the wearer, although whether this sense of security is genuine or not remains to be understood.\n \n"
cs_exolight_outfit_name,CS-5 Exosuit
st_wpn_sks_molot_descr,"A semi-automatic, gas-operated, self-loading carbine used primarily during the Cold War, the SKS still sees service today with second-line and reserve army units. As it lacked a fire select and was limited to 10 rounds, it was made obsolete by the AK-47. This model has been modified to use 7.62x39mm.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]Soviet Union\n %c[d_cyan] • %c[0,255,255,255] manufacturer: %c[ui_gray_2]Swiss Arms AG\n"
ammo-9x18-ap_descr,"RG028 is a cartridge used for its armour penetration capabilities. The goal of the RG028 was to become a counter to body armour; for this reason, it's loaded with a hardened steel core. Unfortunately, the round itself isn't much of an improvement over the standard, it just has a stronger impact than typical 9x18 round.\n \n%c[ui_gray_2] - %c[ui_gray_2] Armor penetration power (AP): %c[ui_gray_1]BR3 (27) \n%c[ui_gray_2] - %c[ui_gray_2] Nominal stopping power (DMG): %c[ui_gray_1]18"
st_wpn_pb_bas_custom,PB
st_helm_m40,M40 Gas Mask
st_energy_drink,Energy Drink
st_up_zat_b6_descr,"On its way back to its starting position, the bolt redirects the air flow via the barrel chamber, cooling it."
st_wpn_l85_m3_descr,"Recognized for being extremely reliable and impressively accurate, the L85A2 is the standard weapon of the British armed forces and an improvement over the L85A1, fixing many of its design flaws. Notably, the A2 is extremely reliable over a range of climates and adverse conditions allowing it to be fielded for various operational scenarios. This model has been modified.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]United Kingdom\n %c[d_cyan] • %c[0,255,255,255] manufacturer: %c[ui_gray_2]Royal Ordnance, Heckler & Koch\n"
ui_ammo_types,Ammo:
st_placeable_metal_table2,Large Metal Table
st_grooming,Grooming Kit
st_meat_chimera,Chimera Goulash
ui_inv_recoil,%c[pda_white]Recoil Control:
st_data_export_post_heal_leg,Post-Heal Leg
merc_scientific_armored_outfit_name,Mercenary SEVA Body Armor
st_data_export_single_handed,Single-handed
st_wpn_xm8_descr,"A lightweight assault rifle system sharing design and engineering with the G36 rifle originally part of the Objective Individual Combat Weapon program for development of a ""smart"" grenade launcher system with an underslung carbine rifle. Unable to meet performance and weight requirements, the program was eventually canceled and separated, resulting in the XM8 project.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]Germany, United States\n %c[d_cyan] • %c[0,255,255,255] manufacturer: %c[ui_gray_2]Heckler & Koch, Alliant Technosystems\n"
st_wpn_xm4_descr,"The M4 Carbine descends from a family of firearms tracing its lineage back to earlier carbine versions of the M16, all based on the original AR-15 made by ArmaLite. It is a shorter and lighter version of the M16 assault rifle, sharing 80% of its parts. The M4 fires 5.56x45mm NATO ammunition and are gas operated, air cooled, magazine fed, selective fire firearms with a 4 position telescoping stock. As with many carbines, the M4 is handy and more convenient to carry than a full length rifle. It has been adopted by United States Special Operations Command (USSOCOM) and is the preferred weapon of the U.S. Army Special Forces and Navy SEALs.\n \n %c[ui_gray_2]ATTACHMENTS: \n %c[d_purple] • %c[ui_gray_2] Suppressor: ADVANCED ARMAMENT (AAC) M4-2000 \n"
st_analgetic,Diclofenac Sodium
st_wpn_winchester1873_descr,"The Winchester 1873 lever-action rifle, often referred to as the ""Gun that Won the West,"" is a historic and iconic firearm introduced in 1873 by the Winchester Repeating Arms Company. Known for its reliability and innovation, this rifle played a significant role in the American frontier and beyond. Chambered in various popular calibers of the time, such as .44-40 and .38-40, it featured a distinctive lever mechanism that allowed for rapid and efficient reloading, making it a favorite among cowboys, lawmen, and outlaws alike. Its elegant design, smooth action, and remarkable durability contributed to its legendary status, making it a prized collector's item today. The Winchester 1873 lever-action rifle symbolizes the spirit of the Wild West and remains an enduring symbol of American firearm history. Adapted to use both .357 ammunition and a modern scope for easier access. \n \n"
st_wpn_toz194_descr,"A conventional pump-action shotgun intended for amateur hunting and general civilian use. Its main feature is its oddly long 540mm barrel; a necessary feature to meet the 805mm requirement for legal civilian ownership in Russia.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]Russia\n %c[d_cyan] • %c[0,255,255,255] manufacturer: %c[ui_gray_2]Tula Arms Plant\n"
st_pda_1_name,PDA
st_addon_scope_kit_aus_tri_descr,"A comprehensive upgrade package that includes grips, rails, stocks, and other enhancements to improve weapon ergonomics, control, and overall combat effectiveness.\n \n %c[pda_white]KIT INCLUDES:\n %c[d_cyan] • %c[ui_gray_2] Fab AG FAL Pistol Grip\n %c[d_cyan] • %c[ui_gray_2] SA-58 Extreme Duty Dust Cover\n %c[d_cyan] • %c[ui_gray_2] Picatinny Rail\n %c[d_cyan] • %c[ui_gray_2] Vltor CASV Foregrip\n %c[d_cyan] • %c[ui_gray_2] 21"" Barrel\n %c[d_cyan] • %c[ui_gray_2] DSA BRS Stock\n %c[d_cyan] • %c[ui_gray_2] Aimpoint T1 Sight\n %c[d_cyan] • %c[ui_gray_2] Trijicon ACOG Sight\n \n %c[pda_white]COMPATIBILITY:\n %c[d_cyan] • %c[ui_gray_2] SA-58 AUS\n \n"
st_wpn_walther_p99_descr,"Legacy and innovation collide to create one of the most iconic and influential pistols in Walther’s history. High-performance and feature-rich, the P99 quickly became one of the most trusted pistols of Law Enforcement officers around the world.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]Germany\n %c[d_cyan] • %c[0,255,255,255] manufacturer: %c[ui_gray_2]Carl Walther GmbH Sportwaffen\n"
st_addon_scope_1p29,"1P29 ""Tyulpan"""
st_wpn_walther_descr,"Legacy and innovation collide to create one of the most iconic and influential pistols in Walther’s history. High-performance and feature-rich, the P99 quickly became one of the most trusted pistols of Law Enforcement officers around the world.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]Germany\n %c[d_cyan] • %c[0,255,255,255] manufacturer: %c[ui_gray_2]Carl Walther GmbH Sportwaffen\n"
st_up_opt_a5_name,15.0x zoom increase
st_wpn_vz61_descr,"Originally chambered for .32 ACP (vz.61), it was developed for use with security forces and was adopted by the Czechoslovak Army in 1961 as a personal sidearm for lower-ranking army staff, vehicle drivers, armoured vehicle personnel and special forces. Although mass production of the model vz.68 never took place, a large number of pre-production vz.68 models made their way into the Zone.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]Czechoslovak Socialist Republic\n %c[d_cyan] • %c[0,255,255,255] manufacturer: %c[ui_gray_2]Ceska zbrojovka Uhersky Brod\n"
st_raisins_descr,Dried grapes that serve as a lightweight and natural source of sugars. They provide a quick energy boost and a touch of sweetness to the diet. A good snack to have for the road.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] • %c[pda_white] Food\n
st_af_ah_f1,Talking Stone
st_prt_w_p_spring_4,9mm Recoil Spring Assembly [Western] (Spring)
st_wpn_vssk_descr,"A integrally suppressed Russian bullpup, straight-pull bolt-action sniper rifle chambered for subsonic rounds. Intended for special stealth operations, typical targets for the VKS are combatants in heavy body armor or located behind cover.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]Russia\n %c[d_cyan] • %c[0,255,255,255] manufacturer: %c[ui_gray_2]CKIB SOO\n %c[d_orange] • Increased penetration: +5\n"
st_wpn_vsk94n_descr,"A suppressed designated marksman rifle based on the 9A-91 platform, built for silent, precise engagements at medium range. Featuring an integral suppressor and compatibility with high-powered optics, it is ideal for reconnaissance and covert operations. Its compact size and low recoil make it highly effective for eliminating targets without revealing the shooter’s position.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] • %c[pda_white] Origin: %c[ui_gray_2]Russia\n %c[d_cyan] • %c[pda_white] Manufacturer: %c[ui_gray_2]KBP Instrument Design Bureau\n"
st_wpn_vityaznew_descr,"The ""Knight"" is modern Russian submachine gun designed for law enforcement and special forces, offering a high rate of fire and excellent reliability in close-quarters combat. Modeled after the AK platform, it features a lightweight, compact frame with a folding stock for better maneuverability. Its compatibility with suppressors and various tactical attachments makes it a versatile choice for urban operations.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] • %c[pda_white] Origin: %c[ui_gray_2]Russia\n %c[d_cyan] • %c[pda_white] Manufacturer: %c[ui_gray_2]Kalashnikov Concern\n"
st_wpn_remington700_descr,"Often regarded as the number one bolt-action of all time, the Model 700 is a top choice for many military and law enforcement officers. With unequalled precision paired with unmatched build quality and reliability, it remains an industry leader to this day though its design is almost 6 decades old.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]United States\n %c[d_cyan] • %c[0,255,255,255] manufacturer: %c[ui_gray_2]Remington Arms\n %c[d_orange] • Increased penetration: +5\n"
st_wpn_vintorez_nimble_descr,"Intended for various Spetsnaz troops of the Soviet Army, KGB and MVD, the VSS is quite popular among its users for its stealthy capabilities, integral suppressor and the great lethality of the heavy 9x39mm round. The ""Tide"" has been extensively modified and fitted with a 1PN93 scope.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]Soviet Union\n %c[d_cyan] • %c[0,255,255,255] manufacturer: %c[ui_gray_2]Tula Arms Plant\n"
st_wpn_vintorez_n1_descr,"Intended for various Spetsnaz troops of the Soviet Army, KGB and MVD, the VSS is quite popular among its users for its stealthy capabilities, integral suppressor and the great lethality of the heavy 9x39mm round.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]Soviet Union\n %c[d_cyan] • %c[0,255,255,255] manufacturer: %c[ui_gray_2]Tula Arms Plant\n"
st_wpn_vintorez_m2_descr,"Intended for various Spetsnaz troops of the Soviet Army, KGB and MVD, the VSS is quite popular among its users for its stealthy capabilities, integral suppressor and the great lethality of the heavy 9x39mm round. This model is an early prototype. This model includes a vertical foregrip and laser designator and was made and extensively modified on request for an unknown member of the mercenaries. The workmanship is absolutely exceptional.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]Soviet Union\n %c[d_cyan] • %c[0,255,255,255] manufacturer: %c[ui_gray_2]Tula Arms Plant\n"
st_data_export_ap_scale,st_data_export_ap_scale
st_vodka,Vodka (Nemiroff)
st_wpn_g36new,G36
st_wpn_vintorez_1pn93_descr,"Intended for various Spetsnaz troops of the Soviet Army, KGB and MVD, the VSS is quite popular among its users for its stealthy capabilities, integral suppressor and the great lethality of the heavy 9x39mm round. This model has an integrated 1PN93 scope.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]Soviet Union\n %c[d_cyan] • %c[0,255,255,255] manufacturer: %c[ui_gray_2]Tula Arms Plant\n"
st_up_carry_1_descr,A system of mounts allows for weight to be distributed onto the body more evenly.
st_wpn_vintorez_descr,"Intended for various Spetsnaz troops of the Soviet Army, KGB and MVD, the VSS is quite popular among its users for its stealthy capabilities, integral suppressor and the great lethality of the heavy 9x39mm round.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]Soviet Union\n %c[d_cyan] • %c[0,255,255,255] manufacturer: %c[ui_gray_2]Tula Arms Plant\n"
st_wpn_vihrn_descr,"Based on the suppressed AS Val assault rifle and intended for concealed carry by special VIP protection teams and State Security operatives, the SR-3M Vikhr ""Whirlwind"" is a result of combining the qualities of the SR-3, AS VAL and VSS Vintorez. The SR-3M has a larger magazine which also provides more reliable feeding during automatic fire.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] • %c[pda_white] Origin: %c[ui_gray_2]Russia\n %c[d_cyan] • %c[pda_white] Manufacturer: %c[ui_gray_2]Tula Arms Plant\n"
st_akvatab_descr,"Ibuprofen is a medication in the nonsteroidal anti-inflammatory drug (NSAID) class that is used for treating pain, fever, and inflammation. It is used as a general painkiller.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_red] • %c[ui_gray_2]causes slight dizziness\n %c[d_green] • %c[pda_white]post-heals %c[ui_gray_2] A%c[0,255,255,255]•••• %c[pda_white]L%c[0,255,255,255]••••\n"
ace_outfit_name,Mercenary ACE Scientific Suit
st_up_burn_4_name,Fire-resistant Bodysuit with Nickel Inserts
l11_pripyat,Pripyat
st_wpn_val_tac_descr,"Engineered for Soviet special operations units, the AS Val is a gas operated, integrally suppressed weapon that was set to supersede the AK-47 and AKM rifles. It is easily disassembled and concealed, lightweight and comfortable to fire with the suppressor reducing bullet velocity to below subsonic levels. Today, the AS VAL sees widespread use among Russian special forces.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]Soviet Union\n %c[d_cyan] • %c[0,255,255,255] manufacturer: %c[ui_gray_2]Tula Arms Plant\n"
st_geiger_dead,Geiger Counter
merc_exolight_outfit_description,"Also known as the ""Radsuit"", this outfit is essentially a heavy ballistic vest containing Class IV plates reinforced with steel with many of the attachment points needed for a rigid exoskeleton. However, with no powered exoskeleton to ease the load, this armor proves cumbersome to wear for extended periods of time. An outfit of choice for the captains and bodyguards of Mercenary companies requiring top of the line ballistic protection.\n \n"
dolg_scientific_red_outfit_description,A lighter variant of the Duty scientific suit that has shed almost half its weight at the cost of slightly decreased protection. The ballistic armor has been replaced by a class IIA vest with numerous pockets.\n \n
st_wpn_toz34_custom,TOZ-34
st_placeable_clinic_equipments,Clinical Equipment
st_addon_scope_cmore,C-MORE Railway Tactical
st_wpn_usp_tac_descr,"A semi-automatic pistol designed as an improvement of the USP featuring a weighted barrel extension, polygonal rifling and an adjustable trigger that improves weapon accuracy and performance. Used by special forces and competitive shooters worldwide, the USP Match considered a top-of-the-line weapon able to compete with the elite. The custom features a threaded barrel and extended 22-round magazine.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]Germany\n %c[d_cyan] • %c[0,255,255,255] manufacturer: %c[ui_gray_2]Heckler & Koch\n %c[d_orange] • %c[0,255,255,255] tactical kit upgrade\n"
st_wpn_cz75,CZ-75
st_data_export_skin_armor,Skin Armor
st_prop_med_case_1,Medical Case
st_wpn_usp_nimble_descr,"Originally designed for the American market, the United States law enforcement and military provided much of the design criteria for the USP. Used by many police and special forces units worldwide, the Universal Self-Loading Pistol is known as an accurate and reliable handgun able to withstand extreme punishment and adverse conditions. The ""Wolfhound"" is a heavily modified USP Match once belonging to a mercenary of the same name.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]Germany\n %c[d_cyan] • %c[0,255,255,255] manufacturer: %c[ui_gray_2]Heckler & Koch\n"
st_addon_scope_pn23_descr,"A variable night vision optic that doubles as a clip-on NV module for select sniper scopes. Lightweight but sturdy, it provides day/night flexibility: low-power settings for close work and a higher zoom for longer distances.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] Origin: %c[ui_gray_2]Russia\n %c[d_cyan] • %c[0,255,255,255] Manufacturer: %c[ui_gray_2]NPZ\n %c[d_cyan] • %c[0,255,255,255] Magnification: %c[ui_gray_2]1–6x\n %c[d_cyan] • %c[0,255,255,255] Night Vision Toggle: %c[ui_gray_2]press Mark Switch key\n \n"
st_up_auth_a1_descr,"An active counter-weight moves from the bolt frame, partially compensating for recoil."
st_up_opt_dynamo_hand3_descr,"Extra nikodimovich magnets on the rotor of the motor, increases the efficiency of the generator."
st_up_helm_burn_1_descr,Protective alloy frame to prevent thermal and electrical damage.
st_up_usm_a2_descr,"One of the simplest and most popular modifications, which allows trigger resistance to be reduced. Simple and handy."
st_wpn_type63_descr,"A fully-automatic, rotating bolt assault rifle bearing a striking resemblance to the Soviet-made SKS. The Type 63 was intended to replace the Type 56 semi-automatic carbine in Chinese service when military infantry needed a compromise between firepower and long range accuracy.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]China\n %c[d_cyan] • %c[0,255,255,255] manufacturer: %c[ui_gray_2]PRC Government Arsenals\n"
wpn_tt33_descr,"A Soviet, semi-automatic pistol developed as a service pistol for the Soviet military to replace the Nagant M1895 revolver. During its lifetime, many communist or Soviet bloc countries made variations of the TT-33 pistol until it was eventually replaced by the Makarov PM in 1952.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]Soviet Union\n %c[d_cyan] • %c[0,255,255,255] manufacturer: %c[ui_gray_2]Tula Arms Plant\n"
mutant_tushkano_meat_description,"A small portion of meat from the rodent-like Tushkano, barely enough for a meal. While relatively safe compared to larger mutants, it’s often considered scavenger food. Note that consuming uncooked mutant meat always carries the risk of contamination or radiation exposure.\n \n %c[ui_red]WARNING: Raw Meat\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] • %c[pda_white] Low-tier Mutant Meat\n %c[d_cyan] • %c[pda_white] Cookable\n"
st_data_export_fragments,Fragments
st_addon_sil_veresk_descr,"A compact suppressor tailored for the SR-2 Veresk submachine gun, enhancing stealth while preserving ballistic performance.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] • %c[pda_white] Origin: %c[ui_gray_2]Russia\n \n %c[pda_white]COMPATIBILITY:\n %c[d_cyan] • %c[ui_gray_2] SR-2M Veresk\n \n"
st_up_barp_c3_descr,"A pneumatic booster allows some of the recoil to be converted into higher barrel pressure, increasing muzzle velocity."
st_wpn_toz34_bull_descr,"Intended for professional and amateur hunting, the TOZ-34 is an over/under double-barreled shotgun that acquired the state quality mark of the USSR. It is heavy, dependable and packs a punch. The ""Bull"" was built with target aquisition in mind and features a red dot sight. If you need a hunting rifle to rival others, this may very well be your best choice.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]USSR\n %c[d_cyan] • %c[0,255,255,255] manufacturer: %c[ui_gray_2]Tulsky Oruzheiny Zavod\n"
st_wpn_toz34_mark4_descr,"Intended for professional and amateur hunting, the TOZ-34 is an over/under double-barreled shotgun that acquired the state quality mark of the USSR. It is heavy, dependable and packs a punch. The ""Bison"" is fitted with a reinforced barrel and Leupold Mark 4 scope for long distance big game hunting.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]USSR\n %c[d_cyan] • %c[0,255,255,255] manufacturer: %c[ui_gray_2]Tulsky Oruzheiny Zavod\n"
st_hide_burer_name,Burer Skin
st_addon_scope_bravo4,BRAVO4
st_wpn_toz34_descr,"Intended for professional and amateur hunting, the TOZ-34 is an over/under double-barreled shotgun that acquired the state quality mark of the USSR. It is heavy, dependable and packs a punch.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]USSR\n %c[d_cyan] • %c[0,255,255,255] manufacturer: %c[ui_gray_2]Tulsky Oruzheiny Zavod\n"
ecolog,Ecologist
st_glucose_s,Glucose Shot
st_wpn_colt1911_modern,Colt M1911
st_up_stk_c3_descr,A light mobile component is installed in the inclined handle to stabilize the weapon by creating a counter-effect to recoil when the weapon is fired.
st_wpn_toz106_descr,"Widely known by its vernacular name, the Death of the Chairman for its compact size, the TOZ-106 is a bolt-action, single-barreled 20 gauge shotgun with a sliding breech bolt.\n \n %c[0,255,255,255]PROPERTIES:\n %c[d_cyan] • %c[0,255,255,255] origin: %c[ui_gray_2]Russia\n %c[d_cyan] • %c[0,255,255,255] manufacturer: %c[ui_gray_2]Tulsky Oruzheiny Zavod\n"
st_placeable_sumka6,Small Backpack
