"""Og-7b""","""Og-7b"""
light_dolg_outfit_name,IBAz Universal Protection Suit
light_freedom_outfit_description,"Rumored to be supplied to the Freedom faction directly from an unknown source, this suit is based on the somewhat outdated IBA system but modified for greater comfort when operating in the Zone's conditions.\n \n"
light_freedom_outfit_name,Defender of Freedom
light_isg_outfit_description,A strong but somewhat outdated combat suit. Considered the bare minimum of what should be worn in situations where conflict with armed SSU forces seems inevitable.\n \n
light_isg_outfit_name,UNISG IBAz Suit
light_loner_outfit_description,An old IBA suit imported from the West and modified for the Zone's conditions.\n \n
light_loner_outfit_name,Interceptor Body Armor
light_merc_outfit_description,"A well-kept Interceptor Anomalous Body Armor System sold directly to the Mercenaries from various Western sources. While a little uncomfortable, this suit is overall better than the standard model circulating around the Zone.\n \n"
light_merc_outfit_name,Mercenary IBAz Suit
light_monolit_outfit_description,"An Interceptor Anomalous Body Armor System that ended up in the hands of the Monolith. Compared to the standard model, this suit is slightly more ergonomic and boasts greater protection against psychic interference.\n \n"
light_monolit_outfit_name,Monolith IBAz Assault Suit
light_voen_outfit_description,"An Interceptor Anomalous Body Armor System that ended up in the hands of the Military. Compared to the standard model, this suit is slightly more ergonomic and boasts greater protection against psychic interference.\n \n"
light_voen_outfit_name,Military Stalker IBAz Suit
lttz_ll_wpn_gauss_quest_descr,"A highly experimental, extremely accurate, artefact-powered weapon made in the Zone. Instead of gunpowder, the gauss rifle utilizes electromagnetic forces to launch projectiles at incredible speeds similar to a railgun. Proportionate to its tremendous firepower, the recoil is surprisingly controllable. Among other weapons of its class, its accuracy and firepower is unmatched.\n \n %c[pda_white]CHARACTERISTICS:\n %c[d_cyan] • %c[pda_white] Origin: %c[ui_gray_2]Russia\n %c[d_cyan] • %c[pda_white] Manufacturer: %c[ui_gray_2]Redacted\n"
lttz_ll_wpn_gauss_quest_name,"""Item ¹62"""
lx8_history_2_documents_desc,This log documents the results of an experiment from years ago regarding psy-waves applications.\n \n %c[pda_white]PROPERTIES:\n %c[d_orange] • %c[pda_white] Quest Item\n
lx8_history_2_documents_name,Experimentation (24.09.2005)
lx8_history_3_documents_desc,This log documents the results of a biological experiment.\n \n %c[pda_white]PROPERTIES:\n %c[d_orange] • %c[pda_white] Quest Item\n
lx8_history_3_documents_name,Experimentation (02.05.2006)
lx8_history_documents_desc,This log documents the results of an experiment from years ago regarding new types of psy-emitters.\n \n %c[pda_white]PROPERTIES:\n %c[d_orange] • %c[pda_white] Quest Item\n
lx8_history_documents_name,Experimentation (11.04.2005)
mar_base_owl_stalker_trader_name,Spore
merc_combat_scientific_outfit_description,"As a token of goodwill and to help cover their research costs, Clear Sky occasionally makes coveted ""Pathfinder"" suits on commission for use among the Zone's Mercenaries. Compared to the stock SEVA suit, this model is superior across the board. Comes with a built-in Class IIIA ballistic vest.\n \n"
merc_combat_scientific_outfit_name,Mercenary Pathfinder
merc_coyote_outfit_description,"A medium tactical suit, nicknamed the ""Coyote"". Widely considered the successor of the LTS-J body suit. Naturally, its price is higher than that of its predecessor, but this won't stop most Mercs from springing for it when they are able.\n \n"
merc_coyote_outfit_name,Mercenary MTS-C Body Suit
merc_exo_outfit_description,"An experimental sample of a military exoskeleton of western production consisting of a steel-reinforced Kevlar jumpsuit and a tactical vest with Class IV inserts, all carried by powered limbs and servomotors.. While not always the most practical suit to maintain in the Zone, it simultaneously allows the wearer to be both heavily armed and extremely well-armored, with enough strength to carry a week’s worth of supplies. Most often worn by veteran Mercenary captains expected to lead their men through hellish conditions.\n \n"
merc_exo_outfit_name,Mercenary Exoskeleton
merc_exolight_outfit_description,"Also known as the ""Radsuit"", this outfit is essentially a heavy ballistic vest containing Class IV plates reinforced with steel with many of the attachment points needed for a rigid exoskeleton. However, with no powered exoskeleton to ease the load, this armor proves cumbersome to wear for extended periods of time. An outfit of choice for the captains and bodyguards of Mercenary companies requiring top of the line ballistic protection.\n \n"
merc_exolight_outfit_name,Mercenary Exosuit
merc_fighter_outfit_description,"Referred to as the ""Fighter"" by Mercenaries, this suit is a variation of the standard LC outfit. It can perform surprisingly well in operations where stealth and speed are imperative.\n \n"
merc_fighter_outfit_name,Mercenary LC-F Suit
merc_jackal_outfit_description,"A light tactical suit, nicknamed ""Jackal"" after the now dead Merc leader who was assigned to crack open the X-8 laboratory over six years ago. Being marvelously comfortable with a fairly sophisticated weight distribution system, it is a favorite among more experienced Mercenaries.\n \n"
merc_jackal_outfit_name,Mercenary LTS-J Body Suit
merc_nighthunter_outfit_description,"Sometimes nicknamed the ""Night Hunter"", this outfit is a slightly heavy special tactical suit, used by Mercenaries in both nocturnal and urban combat scenarios.\n \n"
merc_nighthunter_outfit_name,Mercenary STS-N Body Armor
merc_nosorog_outfit_name,Mercenary Nosorog
merc_outfit_description,"The ""Light Combat"" suit is one of the most common outfits used by the Zone's Mercenaries. Its design is based on the suit used by the special forces of Western armies. Adequate for basic operations, but quality is lacking when compared to standard Spetsnaz gear.\n \n"
merc_outfit_name,Mercenary LC Suit
merc_scientific_armored_outfit_description,A variant of the SEVA bodysuit that was commissioned by Mercenaries. Used by veteran mercenaries who are expected to guide researchers and artefact hunters in the more dangerous parts of the Zone.\n \n
merc_scientific_armored_outfit_name,Mercenary SEVA Body Armor
merc_scientific_outfit_description,A variant of the SEVA bodysuit that was commissioned by Mercenaries. Used by veteran Mercs on artefact-hunting contracts. Good protection for a SEVA suit but missing some of the newer psy-protection upgrades available in the newer SEVA models.\n \n
merc_scientific_outfit_name,Mercenary SEVA Suit
merc_scout_outfit_description,"Nicknamed the ""Scout"", this outfit is an LC-F suit modified to fill a more specialized niche. A very comfortable suit. Its modifications make it a good choice for Mercenaries who want to explore the Zone's anomalies on a budget.\n \n"
merc_scout_outfit_name,Mercenary LC-S Suit
merc_sun_outfit_description,"A Zone-assembled suit, made by local craftsmen. Its design bears resemblance to a Monolith X-18 suit, an outfit the Mercs no doubt tried to salvage from their costly skirmishes in Limansk.\n \n"
merc_sun_outfit_name,"""Twilight"" Tactical Suit"
merc_sunset_outfit_description,A Mercenary Light Combat Suit modified for use in the Zone. This suit is a genuine improvement for most newer Mercenaries and not a bad alternative to the faction's special tactical suits.\n \n
merc_sunset_outfit_name,Mercenary LCz Suit
merc_wolven_outfit_description,"Sometimes nicknamed the ""Wolven"", this outfit is a comfortable special tactical suit, used by Mercenaries in both exploratory expeditions and stealth operations.\n \n"
merc_wolven_outfit_name,Mercenary STS-W Body Armor
mil_Svoboda_trader_name,Skinflint
military_bandit_outfit_name,Looted Skat-9 Armored Suit
military_exo_outfit_description,"The official military exoskeleton. Released in limited quantities by special order to Military stalkers who paid for it themselves. Designed to carry heavy weapons, along with enough ammunition, food and meds to keep the unit supplied for long periods of time. Occasionally fielded in lieu of light vehicles.\n \n"
military_exo_outfit_name,Military Stalker Exoskeleton
military_exolight_outfit_description,"Also known as the ""Radsuit"", this outfit is essentially a heavy ballistic vest containing Class IV plates reinforced with steel with many of the attachment points needed for a rigid exoskeleton. However, with no powered exoskeleton to ease the load, this armor proves cumbersome to wear for extended periods of time. Considered too cumbersome by the Ukrainian government, these suits are never issued to any unit or individual. Thus soldiers, Military stalkers and the occasional veteran must always find and pay for it through their own means.\n \n"
military_exolight_outfit_name,Military Stalker Exosuit
military_freedom_outfit_name,Liberated Skat-9 Armored Suit
military_merc_outfit_name,Mercenary Skat-9 Armored Suit
military_monolit_outfit_name,Monolith Skat-9 Armored Suit
military_outfit_description,"An excellent protective suit for the Zone. This heavy military-grade armor is designed for major battle operations in anomalous areas. Comprises a PSZ-12p heavy military armored suit, built-in compensation suit, and an anomalous protection bodysuit. Although originally intended for the sole use of Military stalkers and experienced Spetsnaz operators, this armor occasionally finds its way into factions outside of the Military through unknown means.\n \n"
military_outfit_name,Skat-9 Armored Suit
military_proto_exo_outfit_description,"The very first iteration of the military exoskeleton, modified to fit with the servos and batteries of a modern exoskeleton. Compared to a third-generation exo, it sacrifices raw ballistic protection for greater functionality in anomalous fields.\n \n"
military_proto_exo_outfit_name,Skat-9 Exoskeleton
military_sky_outfit_name,CS-4b Armored Suit
mlr_strelok_item_01,Worn Notebook
mlr_strelok_item_01_desc,"A notebook, likely owned by Strelok. It describes in detail how to get into an underground complex called X-18.\n \n %c[pda_white]PROPERTIES:\n %c[d_orange] • %c[pda_white] Quest Item\n"
mlr_x8_copybook,mlr_x8_copybook
mlr_x8_copybook_2,mlr_x8_copybook_2
mlr_x8_copybook_2_desc,mlr_x8_copybook_2_desc
mlr_x8_copybook_desc,mlr_x8_copybook_desc
mlr_x8_documents,mlr_x8_documents
mlr_x8_documents_desc,mlr_x8_documents_desc
monolith,Monolith
monolith_exo_outfit_description,"High-tech armor consisting of a steel-reinforced Kevlar jumpsuit and a tactical vest with Class IV inserts, all carried by powered limbs and servomotors. Study samples have revealed that its servos are made of alloys and materials unknown to any field of science in any other part of the world. Wearing this suit feels like being buried under the concrete of the Sarcophagus itself; terrifyingly claustrophobic for most stalkers but eerily comforting for true servants of the Monolith.\n \n"
monolith_exo_outfit_name,Monolith Exoskeleton
monolith_exolight_outfit_description,"Also known as the ""Radsuit"", this outfit is essentially a heavy ballistic vest containing Class IV plates reinforced with steel with many of the attachment points needed for a rigid exoskeleton. However, with no powered exoskeleton to ease the load, this armor proves cumbersome to wear for extended periods of time. A favorite among the Monolith's battle preachers and tactical masters who claim the confines of the suit to be as comforting as the Sarcophagus itself.\n \n"
monolith_exolight_outfit_name,Monolith Exosuit
monolith_nbc_outfit_description,A Monolith suit with the vest switched out for a special pocketed load-bearing alternative. A solid suit for a scavenger on a budget.\n \n
monolith_nbc_outfit_name,Tactical Monolith Suit
monolith_nosorog_outfit_name,Monolith Nosorog
monolith_outfit_description,"A mysterious bodysuit associated with the Monolith faction. Previously of unknown origin, scores of these suits were found in containers and lockers underneath the X18 facility in Dark Valley. There are theories among stalkers that these suits predate the creation of the Zone.\n \n"
monolith_outfit_name,Monolith X-18 Suit
monolith_proto_exo_outfit_description,"An armor made by either Monolithians or an unknown manufacturer. It has been specially modified to fit with the servos and batteries of an exoskeleton, allowing the wearer to carry significantly more equipment than they could under any other circumstances. Compared to a full exoskeleton, it provides less protection but is also considerably lighter.\n \n"
monolith_proto_exo_outfit_name,X-18 Exoskeleton
monolith_scientific_light_outfit_description,"A SEVA-like suit made from scratch by an unknown craftsman. It is unknown what role this suit fills within the Monolith faction as a whole, although it's been speculated that its purpose is largely ceremonial.\n \n"
monolith_scientific_light_outfit_name,Monolith Patchwork Science Suit
monolith_scientific_outfit_description,"The Monolith scientific suit includes a flak vest of unknown origin and features unique modifications for greater resistances to radiation at the cost of being more vulnerable to psy-fields. Curiously, according to some legends, these suits are most often worn by the soldiers who defend the Brain Scorcher in Radar, although no one outside the Monolith faction can easily confirm.\n \n"
monolith_scientific_outfit_name,Monolith Scientific Suit
monolith_trenchcoat_outfit_name,Monolith Overcoat
mutant_boar_chop,Boar Chop
mutant_boar_chop_description,"A chunk of meat harvested from a mutant boar, tough and gamey but edible with proper cooking. Note that consuming uncooked mutant meat always carries the risk of contamination or radiation exposure.\n \n %c[ui_red]WARNING: Raw Meat\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] • %c[pda_white] Low-tier Mutant Meat\n %c[d_cyan] • %c[pda_white] Cookable\n"
mutant_boar_leg,Boar Leg
mutant_boar_leg_description,"A preserved limb from a mutant boar, the hooves of which contain keratin and other biological compounds that can be broken down and refined into components for various drugs and medications. In the Zone, these materials are particularly valued for their use in crafting painkillers, coagulants, and improvised stimulants.\n \n %c[pda_white]PROPERTIES:\n %c[d_purple] • %c[pda_white] Scientific Specimen\n"
mutant_brain_burer,Burer Brain
mutant_brain_burer_description,"Burers have telepathic skills yet to be understood by the science community, with the average mass being 1.5 to 2.5 times bigger than a human brain. Its structure also shows significant mutation, hinting at the Zone’s influence on cognition. These are therefore highly sought-after by scientists.\n \n %c[pda_white]PROPERTIES:\n %c[d_purple] • %c[pda_white] Scientific Specimen\n"
mutant_burer_hand,Burer Hand
mutant_burer_hand_description,"A shriveled, claw-like hand from a Burer, believed to be key to its telekinetic abilities. Scientists examine its unique musculature and nerve clusters, while some stalkers collect it for occult purposes.\n \n %c[pda_white]PROPERTIES:\n %c[d_purple] • %c[pda_white] Scientific Specimen\n"
mutant_cat_claw,Cat Claw
mutant_cat_claw_description,"A sharp, curved talon from a mutant cat, molecular structure unknown. Its serrated edges show adaptations for hunting in the Zone’s unforgiving terrain. Scientists and military believe that a thorough study will help in the creation of new, highly durable materials and armor.\n \n %c[pda_white]PROPERTIES:\n %c[d_purple] • %c[pda_white] Scientific Specimen\n"
mutant_cat_tail,Cat Tail
mutant_cat_tail_description,"Cats in the Zone are bigger than their pet cousins and are very dangerous predators, capable of moving swiftly and without sound. Within the stalker community, a cat's tail is a symbol of awareness and competency.\n \n %c[pda_white]PROPERTIES:\n %c[d_purple] • %c[pda_white] Scientific Specimen\n"
mutant_cat_thyroid,Cat Thyroid
mutant_cat_thyroid_description,"A rare gland from a mutant cat, believed to regulate its metabolism in the highly irradiated environment. Scientists suspect it plays a role in the cat’s heightened reflexes and aggression. These traits have allowed them to quickly displace their healthy relatives and occupy a higher position in the food chain.\n \n %c[pda_white]PROPERTIES:\n %c[d_purple] • %c[pda_white] Scientific Specimen\n"
mutant_chimera_claw,Chimera Claw
mutant_chimera_claw_description,"The claw of a Chimera. Its exact molecular composition is unknown, but it is as durable and sharp as a diamond. Valued for both scientific study and trophy collections, its bone structure is unusually dense, adapted for tearing through armor and flesh alike.\n \n %c[pda_white]PROPERTIES:\n %c[d_purple] • %c[pda_white] Scientific Specimen\n"
mutant_chimera_cogot,Chimera Horn
mutant_chimera_cogot_description,"The horn of a Chimera. Its exact molecular composition is unknown, but the tip is as durable and sharp as a diamond. Some stalkers believe it has mystical properties, while scientists see it as a product of extreme environmental adaptation. These are in high demand and very valuable as they are sought after by collectors outside the Zone.\n \n %c[pda_white]PROPERTIES:\n %c[d_purple] • %c[pda_white] Scientific Specimen\n"
mutant_chimera_meat,Chimera Meat
mutant_chimera_meat_description,"A rare and highly dangerous cut taken from the ferocious Chimera, known for its tough muscle fibers and unique taste. Since they are considered one of the most dangerous creatures, their meat is highly valued by veteran stalkers.\n \n %c[ui_red]WARNING: Raw Meat\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] • %c[pda_white] High-tier Mutant Meat\n %c[d_cyan] • %c[pda_white] Cookable\n"
mutant_controller_hand,Controller Hand
mutant_controller_hand_description,"A grotesque, skeletal hand from a Controller, its fingertips oddly elongated and sensitive. Some believe these hands play a role in channeling psy-waves, though the data remains inconclusive. They will gladly examine it in the hope of finding the source of mutation responsible.\n \n %c[pda_white]PROPERTIES:\n %c[d_purple] • %c[pda_white] Scientific Specimen\n"
mutant_dog_heart,Dog Heart
mutant_dog_heart_description,"While in pursuit, a mutated dog's heart can reach up to 250 beats per minute, which is unthinkable for non-atherogenic, healthy individuals of the same weight category. This rapid heartbeat allows the creature to react faster, sustain long chases, and recover quickly from exertion, making their heart an interesting subject for study.\n \n %c[pda_white]PROPERTIES:\n %c[d_purple] • %c[pda_white] Scientific Specimen\n"
mutant_dog_liver,Dog Liver
mutant_dog_liver_description,"The liver of a dog, having undergone severe changes due to a toxic diet and a lack of clean drinking water in the Zone. Researchers use it to study how mutant dogs survive in the Zone’s toxic ecosystem and for its potential in aiding research in medicine for liver diseases.\n \n %c[pda_white]PROPERTIES:\n %c[d_purple] • %c[pda_white] Scientific Specimen\n"
mutant_dog_meat,Dog Meat
mutant_dog_meat_description,"Meat harvested from feral Zone dogs, stringy and unpleasant but occasionally eaten as a cheap alternative to the more popular boar meat. Note that consuming uncooked mutant meat always carries the risk of contamination or radiation exposure.\n \n %c[ui_red]WARNING: Raw Meat\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] • %c[pda_white] Low-tier Mutant Meat\n %c[d_cyan] • %c[pda_white] Cookable\n"
mutant_dog_tail,Dog Tail
mutant_dog_tail_description,"Resistance of mutant dog skin to electricity and chemical agents has been the object of scientific interest for a long time. Due to the absence of fat tissue, the tail is especially suited for lab tests. When not studied, these are sometimes kept as a trophy as proof of a stalker's kill.\n \n %c[pda_white]PROPERTIES:\n %c[d_purple] • %c[pda_white] Scientific Specimen\n"
mutant_fang_psevdodog,Pseudodog Fang
mutant_fang_psevdodog_description,"Pseudodog fangs are not particularly strong and are routinely replaced throughout life. Scientists are not particularly interested in them, though stalkers sometimes make them into necklaces or jewelry.\n \n %c[pda_white]PROPERTIES:\n %c[d_purple] • %c[pda_white] Scientific Specimen\n"
mutant_flesh_eye,Flesh Eye
mutant_flesh_eye_description,"A large, disturbingly human-like eye from the Flesh mutant, often preserved for study for its miraculous regenerative abilities. The discovery of this mechanism would most certainly revolutionize modern medicine.\n \n %c[pda_white]PROPERTIES:\n %c[d_purple] • %c[pda_white] Scientific Specimen\n"
mutant_flesh_meat,Flesh Meat
mutant_flesh_meat_description,"A common source of mutant protein from the slow-moving Flesh creatures, surprisingly palatable when cooked properly. Note that consuming uncooked mutant meat always carries the risk of contamination or radiation exposure.\n \n %c[ui_red]WARNING: Raw Meat\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] • %c[pda_white] Low-tier Mutant Meat\n %c[d_cyan] • %c[pda_white] Cookable\n"
mutant_fracture_hand,Fracture Hand
mutant_fracture_hand_description,"A twisted, gnarled hand from a Fracture mutant, with elongated fingers adapted for grasping prey. Its mutated bone and muscle structure are of interest to biologists studying rapid evolutionary changes in the Zone. It is almost certain that these creatures used to be humans and are the direct result of the second Chernobyl incident.\n \n %c[pda_white]PROPERTIES:\n %c[d_purple] • %c[pda_white] Scientific Specimen\n"
mutant_heart_bloodsucker,Bloodsucker Heart
mutant_heart_bloodsucker_description,"The Bloodsucker’s heart secretes a rare enzyme that prevents blood from clotting, allowing the creature to feed more efficiently on its prey. Scientists studying this enzyme believe it could be adapted into powerful anticoagulant medications or possibly used to halt the coagulation process caused by incompatible blood types, solving the problem of blood donor issues for patients with rare blood types.\n \n %c[pda_white]PROPERTIES:\n %c[d_purple] • %c[pda_white] Scientific Specimen\n"
mutant_heart_chimera,Chimera Heart
mutant_heart_chimera_description,"The Chimera’s heart has mutated into a dual-chambered organ, essentially functioning as two hearts fused together to pump blood at incredible rates. This adaptation allows the mutant to sustain its extreme bursts of speed and power, ensuring constant oxygen flow to its massive muscles during relentless attacks. These are currently sought after to aid in the study of Siamese twin death rates.\n \n %c[pda_white]PROPERTIES:\n %c[d_purple] • %c[pda_white] Scientific Specimen\n"
mutant_krovosos_jaw,Bloodsucker Jaw
mutant_krovosos_jaw_description,"Similar to the Bloodsucker’s heart, its tentacles secrete a rare enzyme that prevents blood from clotting, allowing the creature to feed more efficiently on its prey. Scientists studying this enzyme believe it could be adapted into powerful anticoagulant medications or possibly used to halt the coagulation process caused by incompatible blood types, solving the problem of blood donor issues for patients with rare blood types. Some stalkers also use their teeth to make necklaces and charms.\n \n %c[pda_white]PROPERTIES:\n %c[d_purple] • %c[pda_white] Scientific Specimen\n"
mutant_krovosos_meat,Bloodsucker Meat
mutant_krovosos_meat_description,"Flesh cut from a slain Bloodsucker, its rubbery, stringy texture making it unappealing and thus not suited for eating. Note that consuming uncooked mutant meat always carries the risk of contamination or radiation exposure.\n \n %c[ui_red]WARNING: Raw Meat\n \n %c[d_cyan] • %c[pda_white] High-tier Mutant Meat\n %c[d_cyan] • %c[pda_white] Cookable\n"
mutant_lurker_eye,Lurker Eye
mutant_lurker_eye_description,"A small, highly sensitive predatory eye taken from a Lurker, giving the creature an edge in ambushes. Useful in studying mutant vision, the glow surrounding the pupil makes these a matter of interest among local hunters and scientists.\n \n %c[pda_white]PROPERTIES:\n %c[d_purple] • %c[pda_white] Scientific Specimen\n"
mutant_lurker_meat,Lurker Meat
mutant_lurker_meat_description,"Tough, sinewy meat carved from a Lurker, best suited for stew due to its rubbery consistency. Note that consuming uncooked mutant meat always carries the risk of contamination or radiation exposure.\n \n %c[ui_red]WARNING: Raw Meat\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] • %c[pda_white] High-tier Mutant Meat\n %c[d_cyan] • %c[pda_white] Cookable\n"
mutant_lurker_tail,Lurker Tail
mutant_lurker_tail_description,"A whip-like tail with flexible muscle and sharp bone ridges, used for balance and combat purposes. Scientific studies suggest that the characteristics of a Lurker tail are proof that they are a mutant species of Tushkano.\n \n %c[pda_white]PROPERTIES:\n %c[d_purple] • %c[pda_white] Scientific Specimen\n"
mutant_part_controller_brain_tissue,Controller Brain Tissue
mutant_part_controller_brain_tissue_description,"Samples of heavily mutated brain matter from a Controller. Researchers study it to understand the source of the creature’s mind control abilities, while scientific studies have found that every mutant possessing abilities related to psy-waves have a brain of similar structure. The scientists will pay handsomely for this tissue.\n \n %c[pda_white]PROPERTIES:\n %c[d_purple] • %c[pda_white] Scientific Specimen\n"
mutant_pseudogigant_eye,Pseudogiant Eye
mutant_pseudogigant_eye_description,"A massive, bloodshot eye from the hulking Pseudogiant. It has the appearance of a human eye with a multi-colored iris and exceptionally well-developed tear glands. Its resilience and adaptation to subterranean darkness fascinate researchers.\n \n %c[pda_white]PROPERTIES:\n %c[d_purple] • %c[pda_white] Scientific Specimen\n"
mutant_pseudogigant_hand,Pseudogiant Hand
mutant_pseudogigant_hand_description,"A huge, malformed hand from a Pseudogiant, its knuckles covered in thick calluses. Its immense grip strength and bone density are studied for insights into extreme muscle mutations.\n \n %c[pda_white]PROPERTIES:\n %c[d_purple] • %c[pda_white] Scientific Specimen\n"
mutant_psevdodog_meat,Pseudodog Meat
mutant_psevdodog_meat_description,"Highly nutritious meat from a mutant Pseudodog, known to me more edible than its regular canine counterparts. Note that consuming uncooked mutant meat always carries the risk of contamination or radiation exposure.\n \n %c[ui_red]WARNING: Raw Meat\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] • %c[pda_white] Low-tier Mutant Meat\n %c[d_cyan] • %c[pda_white] Cookable\n"
mutant_psevdodog_tail,Pseudodog Tail
mutant_psevdodog_tail_description,"The tail of a Pseudodog, the fur of which is incredibly soft despite the creature’s brutal nature. This adaptation seems to provide insulation against the Zone’s harsh weather and radiation exposure. Scientists study its unique properties, hoping to uncover how the fur resists contamination and whether it could inspire new protective materials.\n \n %c[pda_white]PROPERTIES:\n %c[d_purple] • %c[pda_white] Scientific Specimen\n"
mutant_psysucker_hand,Psysucker Hand
mutant_psysucker_hand_description,"A twisted, clawed appendage from a Psysucker, still faintly radiating psi-energy. Scientists hope studying it might reveal how psi-emissions interact with biological tissue.\n \n %c[pda_white]PROPERTIES:\n %c[d_purple] • %c[pda_white] Scientific Specimen\n"
mutant_psysucker_meat,Psysucker Meat
mutant_psysucker_meat_description,"Similar to Bloodsuckers, Psysucker meat has a rubbery, stringy texture and is thus not suited for eating. Note that consuming uncooked mutant meat always carries the risk of contamination or radiation exposure.\n \n %c[ui_red]WARNING: Raw Meat\n \n %c[d_cyan] • %c[pda_white] High-tier Mutant Meat\n %c[d_cyan] • %c[pda_white] Cookable\n"
mutant_snork_hand,Snork Hand
mutant_snork_hand_description,"A severed, clawed hand from a Snork, usually kept as a trophy or proof of a kill rather than for consumption. Though technically edible, most stalkers avoid it as it is seen to be cannibalistic and immoral. Note that consuming uncooked mutant meat always carries the risk of contamination or radiation exposure.\n \n %c[ui_red]WARNING: Raw Meat\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] • %c[pda_white] Low-tier Mutant Meat\n %c[d_cyan] • %c[pda_white] Cookable\n"
mutant_snork_leg,Snork Tendons
mutant_snork_leg_description,"These tendons, harvested from mutated Snorks, exhibit abnormal elasticity and resilience, likely a result of prolonged exposure to anomalous energy. Studying their unique properties could provide valuable insights into genetic mutations and bioengineering, potentially advancing medical science in areas such as tendon regeneration and synthetic muscle development.\n \n %c[pda_white]PROPERTIES:\n %c[d_purple] • %c[pda_white] Scientific Specimen\n"
mutant_snork_mask,Snork Mask
mutant_snork_mask_description,"A damaged GP-5 gas mask fused to a Snork’s skull, a haunting reminder of the creature’s human origins. These were commonly used by soldiers as well as research and utility crews operating in the Zone when the second Chernobyl disaster occurred. Scientists collect them to study how the Zone alters both equipment and biology.\n \n %c[pda_white]PROPERTIES:\n %c[d_purple] • %c[pda_white] Scientific Specimen\n"
mutant_tushkano_head,Tushkano Head
mutant_tushkano_head_description,"A severed head from the rodent-like Tushkano has developed specialized neural pathways that function as a rudimentary hivemind. This collective awareness enables packs to react to threats and opportunities almost instantly, making them surprisingly coordinated despite their small size and low intelligence. Scientists are eager to gain a better understanding of this phenomena.\n \n %c[pda_white]PROPERTIES:\n %c[d_purple] • %c[pda_white] Scientific Specimen\n"
mutant_tushkano_meat,Tushkano Meat
mutant_tushkano_meat_description,"A small portion of meat from the rodent-like Tushkano, barely enough for a meal. While relatively safe compared to larger mutants, it’s often considered scavenger food. Note that consuming uncooked mutant meat always carries the risk of contamination or radiation exposure.\n \n %c[ui_red]WARNING: Raw Meat\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] • %c[pda_white] Low-tier Mutant Meat\n %c[d_cyan] • %c[pda_white] Cookable\n"
mutant_tusk_boar,Boar Fang
mutant_tusk_boar_description,"The fang of a Zone boar measuring an average length of 30 centimeters. These are of no particular interest to scientists due to their lackluster composition and strength, though the fang is instead commonly used as a trophy among stalkers or as a collector's item outside of the Zone.\n \n %c[pda_white]PROPERTIES:\n %c[d_purple] • %c[pda_white] Scientific Specimen\n"
mutant_zombi_hand,Zombie Hand
mutant_zombi_hand_description,"A decaying, partially human hand taken from a zombified stalker, disturbingly recognizable. Scientists study it for clues about the Zone’s zombification process and its neurological effects.\n \n %c[pda_white]PROPERTIES:\n %c[d_purple] • %c[pda_white] Scientific Specimen\n"
nbc_dolg_outfit_description,A PS5-M suit with the vest switched out for a special pocketed load-bearing alternative. A solid suit for a scavenger on a budget.\n \n
nbc_dolg_outfit_name,PS5-Mt Suit
nbc_freedom_outfit_description,A Sentinel of Freedom suit with the vest switched out for a special pocketed load-bearing alternative. A solid suit for a scavenger on a budget.\n \n
nbc_freedom_outfit_name,Keeper of Freedom
nbc_merc_outfit_description,A Mercenary 'Twilight' suit with the vest switched out for a special pocketed load-bearing alternative. A solid suit for a scavenger on a budget.\n \n
nbc_merc_outfit_name,Load-bearing 'Twilight' Tactical Suit
nbc_outfit_description,A 'Sunrise' stalker suit with the vest switched out for a special pocketed load-bearing alternative. A solid suit for a scavenger on a budget.\n \n
nbc_outfit_name,Tactical Stalker Suit
nil,nil
no_description,no_description
nomad_outfit_description,"A Zone-assembled suit, handmade by local craftsmen. This particular outfit is of high quality and feels exceptionally light and comfortable to wear. It is clear that whoever assembled this armor was highly familiar with the Zone's nature and evidently put a great deal of pride and care into their work.\n \n"
nomad_outfit_name,"""Nomad"" Stalker Suit"
none,none
nosorog_outfit_description,"A next generation exoskeleton, consisting of a doubly reinforced Exosuit. Rumored to have been the brainchild of a now-deceased stalker named ""Fang"", whose designs were later claimed by all sorts of powerful factions across the Zone. If regular exoskeletons allow stalkers to feel like a light vehicle, the Nosorog almost makes them believe they're a main battle tank, able to withstand incredible punishment while carrying tremendous ordnance.\n \n"
novice_outfit_camo_description,"A warm leather anorak worn over a turtleneck sweater, tucked into jeans and hiking boots. Formerly owned by a typical firearm enthusiast, it sports several advantages over an ordinary jacket, namely a camouflage pattern, higher quality material and more pockets to hold belongings. Still an inadequate choice for the Zone's harsh conditions.\n \n"
novice_outfit_camo_name,Firearm Enthusiast's Jacket
novice_outfit_description,"A warm leather anorak worn over a turtleneck sweater, tucked into jeans and hiking boots. The outfit of choice among naive or inexperienced stalkers. An inadequate choice for the Zone's harsh conditions.\n \n"
novice_outfit_name,Leather Jacket
